company,sub_industry,type_company,location,url_page_details
Nirmal-Datacomm-Pvt-Ltd," IT- Network Admin , Database , Datacenter , Security
"," SMEs
"," Mumbai / Maharashtra 
	- 400069
",https://www.fundoodata.com/companies-detail/Nirmal-Datacomm-Pvt-Ltd/18754.html?&pageno=5869
Nirmal-Infotech-Pvt-Ltd," IT- Network Admin , Database , Datacenter , Security
"," SMEs
"," Bangalore / Bengaluru / Karnataka 
	- 560070
",https://www.fundoodata.com/companies-detail/Nirmal-Infotech-Pvt-Ltd/75660.html?&pageno=5870
Nirvana-Technologies-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Mumbai / Maharashtra 
	- 400078
",https://www.fundoodata.com/companies-detail/Nirvana-Technologies-Pvt-Ltd/37893.html?&pageno=5871
Niryuha-IT-Solution-Pvt-Ltd," IT- Network Admin , Database , Datacenter , Security, IT- Consulting
"," SMEs
"," Chennai / Tamil Nadu 
	- 600042
",https://www.fundoodata.com/companies-detail/Niryuha-IT-Solution-Pvt-Ltd/150960.html?&pageno=5872
NISA-Solutions-Pvt-Ltd," IT Software , QA -Testing, Designing & Services
"," SMEs
"," Mumbai / Maharashtra 
	- 400075
",https://www.fundoodata.com/companies-detail/NISA-Solutions-Pvt-Ltd/114701.html?&pageno=5873
Nisarga-Information-Technology-Solutions-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Hyderabad / Telangana 
	- 500081
",https://www.fundoodata.com/companies-detail/Nisarga-Information-Technology-Solutions-Pvt-Ltd/156570.html?&pageno=5874
Nishan-Technologies-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Kolkata / West Bengal 
	- 700091
",https://www.fundoodata.com/companies-detail/Nishan-Technologies-Pvt-Ltd/111369.html?&pageno=5875
Nishant-Infosys," IT Software , QA -Testing
"," SMEs
"," Kolkata / West Bengal 
	- 700012
",https://www.fundoodata.com/companies-detail/Nishant-Infosys/110853.html?&pageno=5876
Nishell-Graphic," IT- Network Admin , Database , Datacenter , Security
"," SMEs
"," Varanasi / Uttar Pradesh 
	- 221010
",https://www.fundoodata.com/companies-detail/Nishell-Graphic/155180.html?&pageno=5877
Nishta-Solutions," IT Software , QA -Testing
"," SMEs
"," Coimbatore / Tamil Nadu 
	- 641036.
",https://www.fundoodata.com/companies-detail/Nishta-Solutions/124282.html?&pageno=5878
Nissi-Infotech-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Coimbatore / Tamil Nadu 
	- 641002
",https://www.fundoodata.com/companies-detail/Nissi-Infotech-Pvt-Ltd/54146.html?&pageno=5879
Niteo-Technologies-Pvt-Ltd," IT Software , QA -Testing
"," MNC
"," Chennai / Tamil Nadu 
	- 600017
",https://www.fundoodata.com/companies-detail/Niteo-Technologies-Pvt-Ltd/49164.html?&pageno=5880
Niti-Telecom," IT Software , QA -Testing
"," SMEs
"," Mumbai / Maharashtra 
	- 400051
",https://www.fundoodata.com/companies-detail/Niti-Telecom/87336.html?&pageno=5881
Nitman-Software-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Pune / Maharashtra 
	- 411045
",https://www.fundoodata.com/companies-detail/Nitman-Software-Pvt-Ltd/62920.html?&pageno=5882
Nitor-Infotech-Pvt-Ltd," IT Software , QA -Testing
"," Industry Top
"," Pune / Maharashtra 
	- 411006
",https://www.fundoodata.com/companies-detail/Nitor-Infotech-Pvt-Ltd/54728.html?&pageno=5883
,,,,
Nitto-Denko-India-Pvt-Ltd," IT Software , QA -Testing
"," MNC
"," Gurgaon/Gurugram / Haryana 
	- 122050
",https://www.fundoodata.com/companies-detail/Nitto-Denko-India-Pvt-Ltd/148196.html?&pageno=5884
NITYA-Software-Solutions-Inc," IT Software , QA -Testing, IT- Consulting
"," MNC
"," Hyderabad / Telangana 
	- 500062
",https://www.fundoodata.com/companies-detail/NITYA-Software-Solutions-Inc/155722.html?&pageno=5885
Nityam-Software-Solutions-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Mumbai / Maharashtra 
	- 400014
",https://www.fundoodata.com/companies-detail/Nityam-Software-Solutions-Pvt-Ltd/59022.html?&pageno=5886
Nityo-Infotech-Services-Pvt-Ltd," IT Software , QA -Testing
"," MNC
"," Mumbai / Maharashtra 
	- 400063
",https://www.fundoodata.com/companies-detail/Nityo-Infotech-Services-Pvt-Ltd/78689.html?&pageno=5887
Nivaata-Systems-Pvt-Ltd.," IT Software , QA -Testing
"," SMEs
"," Bangalore / Bengaluru / Karnataka 
	- 560038
",https://www.fundoodata.com/companies-detail/Nivaata-Systems-Pvt-Ltd./152217.html?&pageno=5888
Nivansys-Technologies-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Bangalore / Bengaluru / Karnataka 
	- 560097
",https://www.fundoodata.com/companies-detail/Nivansys-Technologies-Pvt-Ltd/78297.html?&pageno=5889
Niveosys-Technologies-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Kozhikode / Kerala 
	- 673002
",https://www.fundoodata.com/companies-detail/Niveosys-Technologies-Pvt-Ltd/149079.html?&pageno=5890
NIVISTA-Technologies-Pvt-Ltd," BPO , KPO , Call centre, IT Software , QA -Testing
"," SMEs
"," Hyderabad / Telangana 
	- 500034
",https://www.fundoodata.com/companies-detail/NIVISTA-Technologies-Pvt-Ltd/80132.html?&pageno=5891
Niyati-Technologies-Pvt.-Ltd.," IT Software , QA -Testing
"," SMEs
"," Chennai / Tamil Nadu 
	- 600014
",https://www.fundoodata.com/companies-detail/Niyati-Technologies-Pvt.-Ltd./49551.html?&pageno=5892
Niyuj-Enterprise-Software-Solutions," IT- ERP , CRM
"," SMEs
"," Pune / Maharashtra 
	- 411045
",https://www.fundoodata.com/companies-detail/Niyuj-Enterprise-Software-Solutions/79671.html?&pageno=5893
nLeague-Technologies-Pvt-Ltd," BPO , KPO , Call centre, IT Software , QA -Testing
"," MNC
"," Hyderabad / Telangana 
	- 500081
",https://www.fundoodata.com/companies-detail/nLeague-Technologies-Pvt-Ltd/46716.html?&pageno=5894
Nliven-Technologies-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Indore / Madhya Pradesh 
	- 452016
",https://www.fundoodata.com/companies-detail/Nliven-Technologies-Pvt-Ltd/126401.html?&pageno=5895
Nliven-Technology-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Indore / Madhya Pradesh 
	- 452016
",https://www.fundoodata.com/companies-detail/Nliven-Technology-Pvt-Ltd/130529.html?&pageno=5896
Nlogix-Solutions," IT Software , QA -Testing
"," SMEs
"," Chennai / Tamil Nadu 
	- 600063
",https://www.fundoodata.com/companies-detail/Nlogix-Solutions/55066.html?&pageno=5897
NLPBOTS," IT Software , QA -Testing
"," SMEs
"," Pune / Maharashtra 
	- 411014
",https://www.fundoodata.com/companies-detail/NLPBOTS/152985.html?&pageno=5898
Nmdsoft-Software-&-Network-Pvt-Ltd," IT- Network Admin , Database , Datacenter , Security
"," SMEs
"," Jabalpur / Madhya Pradesh 
	- 482002
",https://www.fundoodata.com/companies-detail/Nmdsoft-Software-&-Network-Pvt-Ltd/147355.html?&pageno=5899
NMSWorks-Software-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Chennai / Tamil Nadu 
	- 600113
",https://www.fundoodata.com/companies-detail/NMSWorks-Software-Pvt-Ltd/114271.html?&pageno=5900
Noah-Data-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Chennai / Tamil Nadu 
	- 600018
",https://www.fundoodata.com/companies-detail/Noah-Data-Pvt-Ltd/116369.html?&pageno=5901
Nobel-Biocare-India-Pvt-Ltd," IT Software , QA -Testing
"," Industry Top
"," Mumbai / Maharashtra 
	- 400076
",https://www.fundoodata.com/companies-detail/Nobel-Biocare-India-Pvt-Ltd/152448.html?&pageno=5902
Nocme-Technologies-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Thiruvananthapuram / Kerala 
	- 695581
",https://www.fundoodata.com/companies-detail/Nocme-Technologies-Pvt-Ltd/80226.html?&pageno=5903
,,,,
NocSmart-Software-Solutions-Pvt-Ltd," IT Software , QA -Testing, IT- Consulting
"," MNC
"," Coimbatore / Tamil Nadu 
	- 641014
",https://www.fundoodata.com/companies-detail/NocSmart-Software-Solutions-Pvt-Ltd/93592.html?&pageno=5904
Nocture-Solutions," IT Software , QA -Testing
"," SMEs
"," Aurangabad / Maharashtra 
	- 431001
",https://www.fundoodata.com/companies-detail/Nocture-Solutions/134270.html?&pageno=5905
Node-Technologies-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Bangalore / Bengaluru / Karnataka 
	- 560043
",https://www.fundoodata.com/companies-detail/Node-Technologies-Pvt-Ltd/143921.html?&pageno=5906
NOHITATU-Technologies-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Chennai / Tamil Nadu 
	- 600010
",https://www.fundoodata.com/companies-detail/NOHITATU-Technologies-Pvt-Ltd/78312.html?&pageno=5907
Nomura-Research-Institute-India-Pvt-Ltd-(-NRI-India-)," Management, IT Software , QA -Testing
"," MNC
"," Gurgaon/Gurugram / Haryana 
	- 122002
",https://www.fundoodata.com/companies-detail/Nomura-Research-Institute-India-Pvt-Ltd-(-NRI-India-)/111006.html?&pageno=5908
Nordia-Infotech-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Coimbatore / Tamil Nadu 
	- 641045
",https://www.fundoodata.com/companies-detail/Nordia-Infotech-Pvt-Ltd/150112.html?&pageno=5909
North-Shore-Technologies(Svam-International-Inc)," IT Software , QA -Testing
"," MNC
"," Noida / Uttar Pradesh 
	- 201301
",https://www.fundoodata.com/companies-detail/North-Shore-Technologies(Svam-International-Inc)/49196.html?&pageno=5910
Notion-Consultants," IT- Consulting
"," SMEs
"," Indore / Madhya Pradesh 
	- 452001
",https://www.fundoodata.com/companies-detail/Notion-Consultants/124068.html?&pageno=5911
Notion-Technologies," IT Software , QA -Testing
"," SMEs
"," Mumbai / Maharashtra 
	- 400051
",https://www.fundoodata.com/companies-detail/Notion-Technologies/130085.html?&pageno=5912
Noto-IT-Solutions-Pvt-Ltd," IT Software , QA -Testing, IT- Network Admin , Database , Datacenter , Security
"," SMEs
"," Jaipur / Rajasthan 
	- 302017
",https://www.fundoodata.com/companies-detail/Noto-IT-Solutions-Pvt-Ltd/147201.html?&pageno=5913
Nous-Infosystems-Pvt-Ltd," IT Software , QA -Testing
"," Industry Top
"," Bangalore / Bengaluru / Karnataka 
	- 560034
",https://www.fundoodata.com/companies-detail/Nous-Infosystems-Pvt-Ltd/38205.html?&pageno=5914
Nova-Techset-Ltd," IT Software , QA -Testing
"," SMEs
"," Bangalore / Bengaluru / Karnataka 
	- 560002
",https://www.fundoodata.com/companies-detail/Nova-Techset-Ltd/38238.html?&pageno=5915
Novalnet-e-Solutions-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Chennai / Tamil Nadu 
	- 600059
",https://www.fundoodata.com/companies-detail/Novalnet-e-Solutions-Pvt-Ltd/113037.html?&pageno=5916
Novanet-India-Ltd," IT- Telecom, Telecom VAS
"," MNC
"," Mumbai / Maharashtra 
	- 400076
",https://www.fundoodata.com/companies-detail/Novanet-India-Ltd/70963.html?&pageno=5917
Novatech-Software-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Nagpur / Maharashtra 
	- 440022
",https://www.fundoodata.com/companies-detail/Novatech-Software-Pvt-Ltd/83975.html?&pageno=5918
Novatree-eSolutions-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Kolkata / West Bengal 
	- 700063
",https://www.fundoodata.com/companies-detail/Novatree-eSolutions-Pvt-Ltd/133854.html?&pageno=5919
Noveline-Technologies-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Mumbai / Maharashtra 
	- 400028
",https://www.fundoodata.com/companies-detail/Noveline-Technologies-Pvt-Ltd/114274.html?&pageno=5920
Novire-Technologies-Pvt-Ltd," IT Software , QA -Testing
"," Industry Top
"," Mumbai / Maharashtra 
	- 400701
",https://www.fundoodata.com/companies-detail/Novire-Technologies-Pvt-Ltd/143867.html?&pageno=5921
Novus-innovations-Pvt-Ltd," IT Software , QA -Testing, IT- Network Admin , Database , Datacenter , Security
"," SMEs
"," New Delhi / Delhi 
	- 110058
",https://www.fundoodata.com/companies-detail/Novus-innovations-Pvt-Ltd/118464.html?&pageno=5922
NowFloats-Technologies-Pvt-Ltd," IT Software , QA -Testing
"," Startups
"," Hyderabad / Telangana 
	- 500033
",https://www.fundoodata.com/companies-detail/NowFloats-Technologies-Pvt-Ltd/108090.html?&pageno=5923
,,,,
NP-Infomart-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," New Delhi / Delhi 
	- 110092
",https://www.fundoodata.com/companies-detail/NP-Infomart-Pvt-Ltd/149740.html?&pageno=5924
NRI-Financial-Technologies-India-Pvt-Ltd," IT- Consulting
"," MNC
"," Kolkata / West Bengal 
	- 700091
",https://www.fundoodata.com/companies-detail/NRI-Financial-Technologies-India-Pvt-Ltd/110112.html?&pageno=5925
NRS-Infoways," IT Software , QA -Testing, IT- Network Admin , Database , Datacenter , Security
"," SMEs
"," Vadodara / Gujarat 
	- 390005
",https://www.fundoodata.com/companies-detail/NRS-Infoways/129777.html?&pageno=5926
NS-Websolution-Pvt-Ltd," IT- Network Admin , Database , Datacenter , Security
"," Industry Top
"," Aligarh / Uttar Pradesh 
	- 202001
",https://www.fundoodata.com/companies-detail/NS-Websolution-Pvt-Ltd/149556.html?&pageno=5927
NSB-IT-Solution," IT- Network Admin , Database , Datacenter , Security
"," SMEs
"," Surat / Gujarat 
	- 395007
",https://www.fundoodata.com/companies-detail/NSB-IT-Solution/149644.html?&pageno=5928
NSE-IT-Ltd," IT Software , QA -Testing
"," Industry Top
"," Mumbai / Maharashtra 
	- 400059
",https://www.fundoodata.com/companies-detail/NSE-IT-Ltd/145628.html?&pageno=5929
NSE.IT-Ltd," IT Software , QA -Testing
"," Industry Top
"," Mumbai / Maharashtra 
	- 400058
",https://www.fundoodata.com/companies-detail/NSE.IT-Ltd/49161.html?&pageno=5930
NSI-Technologies-India-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Bangalore / Bengaluru / Karnataka 
	- 560066
",https://www.fundoodata.com/companies-detail/NSI-Technologies-India-Pvt-Ltd/75385.html?&pageno=5931
nspire-Technologies," IT Software , QA -Testing
"," SMEs
"," Hingua / Maharashtra 
	- 440016
",https://www.fundoodata.com/companies-detail/nspire-Technologies/129758.html?&pageno=5932
NSR-Information-Systems," IT Software , QA -Testing
"," SMEs
"," Hyderabad / Telangana 
	- 500029
",https://www.fundoodata.com/companies-detail/NSR-Information-Systems/127454.html?&pageno=5933
Ntranga-IT-Services-Pvt-Ltd," IT Software , QA -Testing
"," MNC
"," Hyderabad / Telangana 
	- 500032
",https://www.fundoodata.com/companies-detail/Ntranga-IT-Services-Pvt-Ltd/78961.html?&pageno=5934
NTrust-Infotech-Pvt.-Ltd.," IT Software , QA -Testing
"," MNC
"," Chennai / Tamil Nadu 
	- 600004
",https://www.fundoodata.com/companies-detail/NTrust-Infotech-Pvt.-Ltd./49159.html?&pageno=5935
NTT-DATA-Global-Delivery-Services-Ltd," IT Software , QA -Testing
"," MNC
"," Bangalore / Bengaluru / Karnataka 
	- 560004
",https://www.fundoodata.com/companies-detail/NTT-DATA-Global-Delivery-Services-Ltd/7582.html?&pageno=5936
Nubigo-Technologies-Pvt-Ltd," IT- Network Admin , Database , Datacenter , Security
"," SMEs
"," New Delhi / Delhi 
	- 110019
",https://www.fundoodata.com/companies-detail/Nubigo-Technologies-Pvt-Ltd/108670.html?&pageno=5937
Nucleus-Infotech-Pvt-Ltd," IT- Consulting
"," SMEs
"," New Delhi / Delhi 
	- 110085
",https://www.fundoodata.com/companies-detail/Nucleus-Infotech-Pvt-Ltd/92220.html?&pageno=5938
Nucleus-IT-Enabled-Services-Pvt-ltd," IT Software , QA -Testing
"," Industry Top
"," Mumbai / Maharashtra 
	- 400072
",https://www.fundoodata.com/companies-detail/Nucleus-IT-Enabled-Services-Pvt-ltd/52290.html?&pageno=5939
Nucleus-Microsystems-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," New Delhi / Delhi 
	- 110005
",https://www.fundoodata.com/companies-detail/Nucleus-Microsystems-Pvt-Ltd/127452.html?&pageno=5940
Nucleus-Software-Exports-Ltd," IT Software , QA -Testing
"," Industry Top
"," Noida / Uttar Pradesh 
	- 201307
",https://www.fundoodata.com/companies-detail/Nucleus-Software-Exports-Ltd/566.html?&pageno=5941
NuCore-Software-Solutions-Pvt-Ltd," IT Software , QA -Testing, IT- Consulting
"," Industry Top
"," Kozhikode / Kerala 
	- 673601
",https://www.fundoodata.com/companies-detail/NuCore-Software-Solutions-Pvt-Ltd/114277.html?&pageno=5942
NUCSOFT-Ltd," IT Software , QA -Testing
"," Industry Top
"," Mumbai / Maharashtra 
	- 400093
",https://www.fundoodata.com/companies-detail/NUCSOFT-Ltd/78565.html?&pageno=5943
,,,,
Nuevo-Network-Pvt-Ltd," IT- Network Admin , Database , Datacenter , Security
"," SMEs
"," Bangalore / Bengaluru / Karnataka 
	- 560011
",https://www.fundoodata.com/companies-detail/Nuevo-Network-Pvt-Ltd/86651.html?&pageno=5944
Nufame-Technologies-LLP," IT- Consulting
"," SMEs
"," Bangalore / Bengaluru / Karnataka 
	- 560017
",https://www.fundoodata.com/companies-detail/Nufame-Technologies-LLP/95871.html?&pageno=5945
Nuha-Digital-Media-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Navi Mumbai / Maharashtra 
	- 410228
",https://www.fundoodata.com/companies-detail/Nuha-Digital-Media-Pvt-Ltd/143355.html?&pageno=5946
Nullplex-Software-Solutions," IT Software , QA -Testing
"," SMEs
"," Nashik / Maharashtra 
	- 422009
",https://www.fundoodata.com/companies-detail/Nullplex-Software-Solutions/125054.html?&pageno=5947
Numbers-Only-Informatics-Pvt.-Ltd," IT Software , QA -Testing
"," SMEs
"," Hyderabad / Telangana 
	- 500082
",https://www.fundoodata.com/companies-detail/Numbers-Only-Informatics-Pvt.-Ltd/62287.html?&pageno=5948
numberz," IT Software , QA -Testing
"," Startups
"," Gurgaon/Gurugram / Haryana 
	- 122015
",https://www.fundoodata.com/companies-detail/numberz/157428.html?&pageno=5949
Numeric-Infosystems-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Gwalior / Madhya Pradesh 
	- 474011
",https://www.fundoodata.com/companies-detail/Numeric-Infosystems-Pvt-Ltd/115718.html?&pageno=5950
Nurture-Software-Solutions-Pvt-Ltd," IT Software , QA -Testing
"," Industry Top
"," Bangalore / Bengaluru / Karnataka 
	- 560078
",https://www.fundoodata.com/companies-detail/Nurture-Software-Solutions-Pvt-Ltd/80610.html?&pageno=5951
Nutanix-India-Technologies-Pvt-Ltd," IT- Network Admin , Database , Datacenter , Security
"," MNC
"," Bangalore / Bengaluru / Karnataka 
	- 560103
",https://www.fundoodata.com/companies-detail/Nutanix-India-Technologies-Pvt-Ltd/124457.html?&pageno=5952
Nutec-Infotech-Pvt-Ltd-(-CorporateMunim)," IT Software , QA -Testing
"," SMEs
"," Ahmedabad / Gujarat 
	- 380009
",https://www.fundoodata.com/companies-detail/Nutec-Infotech-Pvt-Ltd-(-CorporateMunim)/86466.html?&pageno=5953
Nuvento-Systems-Pvt-Ltd," IT Software , QA -Testing
"," MNC
"," Irinjalakuda / Kerala 
	- 680308
",https://www.fundoodata.com/companies-detail/Nuvento-Systems-Pvt-Ltd/80158.html?&pageno=5954
NuWare-Systems-Pvt-Ltd," IT Software , QA -Testing
"," MNC
"," Bangalore / Bengaluru / Karnataka 
	- 560038
",https://www.fundoodata.com/companies-detail/NuWare-Systems-Pvt-Ltd/84650.html?&pageno=5955
Nuwave-Esolutions-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," New Delhi / Delhi 
	- 110019
",https://www.fundoodata.com/companies-detail/Nuwave-Esolutions-Pvt-Ltd/20162.html?&pageno=5956
Nvidia-Graphics-Pvt-Ltd," IT- Hardware
"," MNC
"," Bangalore / Bengaluru / Karnataka 
	- 560045
",https://www.fundoodata.com/companies-detail/Nvidia-Graphics-Pvt-Ltd/79517.html?&pageno=5957
Nvieratech-Info-Systems-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Bangalore / Bengaluru / Karnataka 
	- 560032
",https://www.fundoodata.com/companies-detail/Nvieratech-Info-Systems-Pvt-Ltd/141970.html?&pageno=5958
Nvizion-Solutions-Pvt-Ltd," IT Software , QA -Testing
"," MNC
"," Mumbai / Maharashtra 
	- 400063
",https://www.fundoodata.com/companies-detail/Nvizion-Solutions-Pvt-Ltd/110931.html?&pageno=5959
NX-Technologies," BPO , KPO , Call centre, IT Software , QA -Testing, IT- ERP , CRM
"," SMEs
"," Lonawala / Maharashtra 
	- 410401
",https://www.fundoodata.com/companies-detail/NX-Technologies/91189.html?&pageno=5960
NXP-Semiconductors-India-Pvt-Ltd," IT- Embedded ,  EDA , VLSI
"," MNC
"," Bangalore / Bengaluru / Karnataka 
	- 560045
",https://www.fundoodata.com/companies-detail/NXP-Semiconductors-India-Pvt-Ltd/48486.html?&pageno=5961
NxtGen-Datacenter-&-Cloud-Technologies-Pvt-Ltd," IT Software , QA -Testing
"," Industry Top
"," Bangalore / Bengaluru / Karnataka 
	- 560066
",https://www.fundoodata.com/companies-detail/NxtGen-Datacenter-&-Cloud-Technologies-Pvt-Ltd/102426.html?&pageno=5962
Nyasa-Enterprise," IT- Hardware
"," SMEs
"," Mumbai / Maharashtra 
	- 400034
",https://www.fundoodata.com/companies-detail/Nyasa-Enterprise/78122.html?&pageno=5963
,,,,
Nyletech-Solutions," IT Software , QA -Testing
"," Industry Top
"," Bangalore / Bengaluru / Karnataka 
	- 560037
",https://www.fundoodata.com/companies-detail/Nyletech-Solutions/150021.html?&pageno=5964
Nylopower-Corporation," IT- Hardware
"," SMEs
"," Mumbai / Maharashtra 
	- 400056
",https://www.fundoodata.com/companies-detail/Nylopower-Corporation/78346.html?&pageno=5965
NYSA-Communications-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Noida / Uttar Pradesh 
	- 201301
",https://www.fundoodata.com/companies-detail/NYSA-Communications-Pvt-Ltd/75313.html?&pageno=5966
Nyusoft-Solutions," IT Software , QA -Testing
"," SMEs
"," Ahmedabad / Gujarat 
	- 380009
",https://www.fundoodata.com/companies-detail/Nyusoft-Solutions/150932.html?&pageno=5967
NZ-Web-Solution," Advertising , PR , MR, IT Software , QA -Testing
"," MNC
"," Kolkata / West Bengal
",https://www.fundoodata.com/companies-detail/NZ-Web-Solution/155794.html?&pageno=5968
O-A-Network-India-Pvt-Ltd," IT- Network Admin , Database , Datacenter , Security
"," SMEs
"," Bangalore / Bengaluru / Karnataka 
	- 560095
",https://www.fundoodata.com/companies-detail/O-A-Network-India-Pvt-Ltd/48002.html?&pageno=5969
O-Clock-Software-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Chennai / Tamil Nadu 
	- 600006
",https://www.fundoodata.com/companies-detail/O-Clock-Software-Pvt-Ltd/81339.html?&pageno=5970
Oak-Systems-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Bangalore / Bengaluru / Karnataka 
	- 560038
",https://www.fundoodata.com/companies-detail/Oak-Systems-Pvt-Ltd/35938.html?&pageno=5971
Oasis-Business-Solutions-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Mumbai / Maharashtra 
	- 400705
",https://www.fundoodata.com/companies-detail/Oasis-Business-Solutions-Pvt-Ltd/79950.html?&pageno=5972
Oasis-Infotech," IT Software , QA -Testing
"," SMEs
"," Jaipur / Rajasthan 
	- 302006
",https://www.fundoodata.com/companies-detail/Oasis-Infotech/71307.html?&pageno=5973
Oasys-Infocom-Pvt-Ltd," IT- Hardware
"," SMEs
"," Kolkata / West Bengal 
	- 700013
",https://www.fundoodata.com/companies-detail/Oasys-Infocom-Pvt-Ltd/103238.html?&pageno=5974
OATSystems-Software-India-Pvt-Ltd," IT Software , QA -Testing, Automobiles
"," MNC
"," Bangalore / Bengaluru / Karnataka 
	- 560001
",https://www.fundoodata.com/companies-detail/OATSystems-Software-India-Pvt-Ltd/146354.html?&pageno=5975
Obabuji.com," Advertising , PR , MR, IT- Network Admin , Database , Datacenter , Security
"," SMEs
"," Indore / Madhya Pradesh 
	- 452001
",https://www.fundoodata.com/companies-detail/Obabuji.com/130291.html?&pageno=5976
Object-Edge-India-Services-Pvt-Ltd," IT Software , QA -Testing
"," MNC
"," Mumbai / Maharashtra 
	- 400710
",https://www.fundoodata.com/companies-detail/Object-Edge-India-Services-Pvt-Ltd/38810.html?&pageno=5977
Object-Technology-Solutions-India-Pvt-Ltd," IT Software , QA -Testing, IT- Network Admin , Database , Datacenter , Security, IT- Consulting
"," MNC
"," Hyderabad / Telangana 
	- 500081
",https://www.fundoodata.com/companies-detail/Object-Technology-Solutions-India-Pvt-Ltd/78522.html?&pageno=5978
ObjectFrontier-Software-Pvt-Ltd," IT Software , QA -Testing
"," Industry Top
"," Chennai / Tamil Nadu 
	- 600113
",https://www.fundoodata.com/companies-detail/ObjectFrontier-Software-Pvt-Ltd/37722.html?&pageno=5979
ObjectOne-Information-Systems-Ltd," IT Software , QA -Testing
"," SMEs
"," Hyderabad / Telangana 
	- 500073
",https://www.fundoodata.com/companies-detail/ObjectOne-Information-Systems-Ltd/79232.html?&pageno=5980
ObjectOrb-Technologies-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Bangalore / Bengaluru / Karnataka 
	- 560010
",https://www.fundoodata.com/companies-detail/ObjectOrb-Technologies-Pvt-Ltd/52802.html?&pageno=5981
ObjectSol-Technologies-Pvt-Ltd," IT Software , QA -Testing, IT- Telecom
"," SMEs
"," Kolkata / West Bengal 
	- 700059
",https://www.fundoodata.com/companies-detail/ObjectSol-Technologies-Pvt-Ltd/79207.html?&pageno=5982
ObjectWin-Technology-India-Pvt-Ltd," IT Software , QA -Testing
"," MNC
"," Bangalore / Bengaluru / Karnataka 
	- 560011
",https://www.fundoodata.com/companies-detail/ObjectWin-Technology-India-Pvt-Ltd/49186.html?&pageno=5983
,,,,
Ocean-Blue-Communications," IT- Network Admin , Database , Datacenter , Security
"," SMEs
"," New Delhi / Delhi 
	- 110034
",https://www.fundoodata.com/companies-detail/Ocean-Blue-Communications/123796.html?&pageno=5984
Oceanic-e-Tech-Solutions-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Secunderabad / Andhra Pradesh 
	- 500062
",https://www.fundoodata.com/companies-detail/Oceanic-e-Tech-Solutions-Pvt-Ltd/146357.html?&pageno=5985
Oceanus-Creative-Technologies," IT Software , QA -Testing
"," SMEs
"," Kolkata / West Bengal 
	- 700053
",https://www.fundoodata.com/companies-detail/Oceanus-Creative-Technologies/110515.html?&pageno=5986
Ochre-Revival-Design-Studio," IT Software , QA -Testing
"," SMEs
"," Ahmedabad / Gujarat 
	- 380015
",https://www.fundoodata.com/companies-detail/Ochre-Revival-Design-Studio/97096.html?&pageno=5987
Ociuz-Technologies," IT Software , QA -Testing
"," SMEs
"," Thrissur / Kerala 
	- 680001
",https://www.fundoodata.com/companies-detail/Ociuz-Technologies/152209.html?&pageno=5988
Ocsid-Technologies-LLP," IT Software , QA -Testing
"," SMEs
"," Hubli / Karnataka 
	- 580030
",https://www.fundoodata.com/companies-detail/Ocsid-Technologies-LLP/120407.html?&pageno=5989
Octal-Info-Solution-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Jaipur / Rajasthan 
	- 302017
",https://www.fundoodata.com/companies-detail/Octal-Info-Solution-Pvt-Ltd/79907.html?&pageno=5990
