company,sub_industry,type_company,location,url_page_details
Asman-Software-Solutions-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Hyderabad / Telangana 
	- 500067
",https://www.fundoodata.com/companies-detail/Asman-Software-Solutions-Pvt-Ltd/128304.html?&pageno=833
Asort-Technologies," IT- Network Admin , Database , Datacenter , Security
"," SMEs
"," Madurai / Tamil Nadu 
	- 625016
",https://www.fundoodata.com/companies-detail/Asort-Technologies/149493.html?&pageno=834
Aspect-Software," IT Software , QA -Testing
"," MNC
"," Gurgaon/Gurugram / Haryana 
	- 122002
",https://www.fundoodata.com/companies-detail/Aspect-Software/70867.html?&pageno=835
Aspeya-Infotech," IT Software , QA -Testing
"," SMEs
"," Chennai / Tamil Nadu 
	- 600006
",https://www.fundoodata.com/companies-detail/Aspeya-Infotech/50873.html?&pageno=836
Aspirant-Infotech-Pvt-Ltd," IT Software , QA -Testing, IT- Network Admin , Database , Datacenter , Security
"," MNC
"," New Delhi / Delhi 
	- 110018
",https://www.fundoodata.com/companies-detail/Aspirant-Infotech-Pvt-Ltd/154108.html?&pageno=837
Aspire-Info-Solutions-Pvt-Ltd," IT Software , QA -Testing, IT- Network Admin , Database , Datacenter , Security
"," MNC
"," Chennai / Tamil Nadu 
	- 600016
",https://www.fundoodata.com/companies-detail/Aspire-Info-Solutions-Pvt-Ltd/133081.html?&pageno=838
Aspire-Systems-India-Pvt-Ltd," IT Software , QA -Testing
"," Industry Top
"," Chennai / Tamil Nadu 
	- 603103
",https://www.fundoodata.com/companies-detail/Aspire-Systems-India-Pvt-Ltd/36216.html?&pageno=839
Aspire-Technologies," IT Software , QA -Testing
"," SMEs
"," Kozhikode / Kerala 
	- 673001
",https://www.fundoodata.com/companies-detail/Aspire-Technologies/110479.html?&pageno=840
Aspirtek-Technologies-Pvt-Ltd," IT- ERP , CRM
"," SMEs
"," Mumbai / Maharashtra 
	- 400701
",https://www.fundoodata.com/companies-detail/Aspirtek-Technologies-Pvt-Ltd/148163.html?&pageno=841
Asset-Vantage-Systems-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Mumbai / Maharashtra 
	- 400021
",https://www.fundoodata.com/companies-detail/Asset-Vantage-Systems-Pvt-Ltd/142288.html?&pageno=842
AssistPro-India-Pvt-Ltd," Pharmaceuticals, IT- Consulting
"," MNC
"," Mumbai / Maharashtra 
	- 400069
",https://www.fundoodata.com/companies-detail/AssistPro-India-Pvt-Ltd/133844.html?&pageno=843
,,,,
Assure-eServices-Pvt.-Ltd," IT Software , QA -Testing
"," MNC
"," Chennai / Tamil Nadu 
	- 600083
",https://www.fundoodata.com/companies-detail/Assure-eServices-Pvt.-Ltd/50903.html?&pageno=844
Assuretech-Business-Solutions-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Thiruvananthapuram / Kerala 
	- 695581
",https://www.fundoodata.com/companies-detail/Assuretech-Business-Solutions-Pvt-Ltd/82303.html?&pageno=845
Assyst-International-Pvt-Ltd," IT- ERP , CRM
"," Industry Top
"," Aluva / Kerala 
	- 683106
",https://www.fundoodata.com/companies-detail/Assyst-International-Pvt-Ltd/123591.html?&pageno=846
Asteor-Software-(-Synergita-)," IT Software , QA -Testing
"," SMEs
"," Chennai / Tamil Nadu 
	- 603103
",https://www.fundoodata.com/companies-detail/Asteor-Software-(-Synergita-)/143442.html?&pageno=847
Asteor-Software-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Thanjavur / Tamil Nadu 
	- 613007
",https://www.fundoodata.com/companies-detail/Asteor-Software-Pvt-Ltd/141810.html?&pageno=848
Aster-Minds," Management, IT Software , QA -Testing
"," SMEs
"," Hyderabad / Telangana 
	- 500034
",https://www.fundoodata.com/companies-detail/Aster-Minds/151756.html?&pageno=849
Aster-Networks-Pvt-Ltd," IT- Network Admin , Database , Datacenter , Security
"," SMEs
"," Ahmedabad / Gujarat 
	- 380052
",https://www.fundoodata.com/companies-detail/Aster-Networks-Pvt-Ltd/119840.html?&pageno=850
Asterix-Solution," IT Software , QA -Testing
"," SMEs
"," Mumbai / Maharashtra 
	- 400705
",https://www.fundoodata.com/companies-detail/Asterix-Solution/144970.html?&pageno=851
Asthra-Technologies-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Palakkad / Kerala 
	- 678001
",https://www.fundoodata.com/companies-detail/Asthra-Technologies-Pvt-Ltd/83947.html?&pageno=852
Astin-Technology-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Noida / Uttar Pradesh 
	- 201301
",https://www.fundoodata.com/companies-detail/Astin-Technology-Pvt-Ltd/60938.html?&pageno=853
Astix-Intelligence-Management-Systems," IT- ERP , CRM
"," SMEs
"," Gurgaon/Gurugram / Haryana 
	- 122002
",https://www.fundoodata.com/companies-detail/Astix-Intelligence-Management-Systems/135290.html?&pageno=854
Astra-Software-Technologies," IT Software , QA -Testing
"," SMEs
"," Tirupur / Tamil Nadu 
	- 641687
",https://www.fundoodata.com/companies-detail/Astra-Software-Technologies/125810.html?&pageno=855
Astri-Sales-&-Services-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Bangalore / Bengaluru / Karnataka 
	- 560075
",https://www.fundoodata.com/companies-detail/Astri-Sales-&-Services-Pvt-Ltd/83617.html?&pageno=856
Astrit-Technologies-LLP," IT Software , QA -Testing
"," SMEs
"," Pune / Maharashtra 
	- 411014
",https://www.fundoodata.com/companies-detail/Astrit-Technologies-LLP/135953.html?&pageno=857
Astron-e-Solutions," IT Software , QA -Testing
"," SMEs
"," Faridabad / Haryana 
	- 121004
",https://www.fundoodata.com/companies-detail/Astron-e-Solutions/131946.html?&pageno=858
Astrons-Infotech-Pvt-Ltd," IT- Hardware
"," SMEs
"," Mumbai / Maharashtra 
	- 400093
",https://www.fundoodata.com/companies-detail/Astrons-Infotech-Pvt-Ltd/79743.html?&pageno=859
Astute-Systems-Pvt-Ltd," IT- Network Admin , Database , Datacenter , Security
"," SMEs
"," Mumbai / Maharashtra 
	- 400076
",https://www.fundoodata.com/companies-detail/Astute-Systems-Pvt-Ltd/124593.html?&pageno=860
Asus-Technology-Pvt-Ltd," IT- Hardware, Telecom Infrastructure , Equipments
"," MNC
"," Mumbai / Maharashtra 
	- 400053
",https://www.fundoodata.com/companies-detail/Asus-Technology-Pvt-Ltd/45907.html?&pageno=861
Aswini-Integrated-Technologies-India-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Hyderabad / Telangana 
	- 500018
",https://www.fundoodata.com/companies-detail/Aswini-Integrated-Technologies-India-Pvt-Ltd/113409.html?&pageno=862
Asyst-Software-Pvt-Ltd," IT- Consulting
"," SMEs
"," Kolkata / West Bengal 
	- 700091
",https://www.fundoodata.com/companies-detail/Asyst-Software-Pvt-Ltd/110628.html?&pageno=863
,,,,
AT-Technologies-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Pune / Maharashtra 
	- 411045
",https://www.fundoodata.com/companies-detail/AT-Technologies-Pvt-Ltd/83942.html?&pageno=864
AT&T-Communication-Services-India-Pvt-Ltd," IT- Network Admin , Database , Datacenter , Security, Telecom VAS
"," MNC
"," Gurgaon/Gurugram / Haryana 
	- 122002
",https://www.fundoodata.com/companies-detail/AT&T-Communication-Services-India-Pvt-Ltd/51438.html?&pageno=865
Atarw-Technologies-Pvt-Ltd," IT Software , QA -Testing
"," Industry Top
"," Bangalore / Bengaluru / Karnataka 
	- 560010
",https://www.fundoodata.com/companies-detail/Atarw-Technologies-Pvt-Ltd/141809.html?&pageno=866
ATC-India-Pvt-Ltd," IT- Telecom
"," Industry Top
"," New Delhi / Delhi 
	- 110019
",https://www.fundoodata.com/companies-detail/ATC-India-Pvt-Ltd/150043.html?&pageno=867
ATCG-Solutions," IT Software , QA -Testing
"," MNC
"," Noida / Uttar Pradesh 
	- 201301
",https://www.fundoodata.com/companies-detail/ATCG-Solutions/151879.html?&pageno=868
Atechnocrat-Web-Solutions-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," New Delhi / Delhi 
	- 110092
",https://www.fundoodata.com/companies-detail/Atechnocrat-Web-Solutions-Pvt-Ltd/118822.html?&pageno=869
ATEM-Corp.," IT Software , QA -Testing
"," MNC
"," Chennai / Tamil Nadu 
	- 600031
",https://www.fundoodata.com/companies-detail/ATEM-Corp./105142.html?&pageno=870
ATG-Informatics-India-Pvt-Ltd," IT Software , QA -Testing
"," Industry Top
"," Hyderabad / Telangana 
	- 500073
",https://www.fundoodata.com/companies-detail/ATG-Informatics-India-Pvt-Ltd/134686.html?&pageno=871
Athais-Technosoft-Pvt-Ltd," IT- Hardware, IT- Network Admin , Database , Datacenter , Security
"," SMEs
"," Mumbai / Maharashtra 
	- 400080
",https://www.fundoodata.com/companies-detail/Athais-Technosoft-Pvt-Ltd/110156.html?&pageno=872
Athena-Global-Technologies-Ltd," IT Software , QA -Testing
"," SMEs
"," Secunderabad / Telangana 
	- 500081
",https://www.fundoodata.com/companies-detail/Athena-Global-Technologies-Ltd/35610.html?&pageno=873
Athena-Information-Solutions-Pvt-Ltd," IT- Network Admin , Database , Datacenter , Security
"," SMEs
"," New Delhi / Delhi 
	- 110019
",https://www.fundoodata.com/companies-detail/Athena-Information-Solutions-Pvt-Ltd/136860.html?&pageno=874
Athena-IT-and-Telecom-Solutions-Pvt-Ltd," IT- Telecom
"," SMEs
"," Bangalore / Bengaluru / Karnataka 
	- 560069
",https://www.fundoodata.com/companies-detail/Athena-IT-and-Telecom-Solutions-Pvt-Ltd/85362.html?&pageno=875
ATIC-Data-Systems-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Bangalore / Bengaluru / Karnataka 
	- 560075
",https://www.fundoodata.com/companies-detail/ATIC-Data-Systems-Pvt-Ltd/111488.html?&pageno=876
Aticest-Technologies-Pvt-Ltd," IT Software , QA -Testing, IT- Embedded ,  EDA , VLSI
"," SMEs
"," Mumbai / Maharashtra 
	- 400101
",https://www.fundoodata.com/companies-detail/Aticest-Technologies-Pvt-Ltd/95783.html?&pageno=877
Atina-Technology," IT Software , QA -Testing
"," SMEs
"," Nagpur / Maharashtra 
	- 440008
",https://www.fundoodata.com/companies-detail/Atina-Technology/142788.html?&pageno=878
Atishay-Ltd," IT- Network Admin , Database , Datacenter , Security
"," SMEs
"," Bhopal / Madhya Pradesh 
	- 462011
",https://www.fundoodata.com/companies-detail/Atishay-Ltd/124016.html?&pageno=879
Atlanta-IT-Solutions-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Manjeri / Kerala 
	- 676519
",https://www.fundoodata.com/companies-detail/Atlanta-IT-Solutions-Pvt-Ltd/102897.html?&pageno=880
Atlas-Healthcare-Software-India-Pvt-Ltd," IT Software , QA -Testing
"," MNC
"," Kolkata / West Bengal 
	- 700091
",https://www.fundoodata.com/companies-detail/Atlas-Healthcare-Software-India-Pvt-Ltd/109665.html?&pageno=881
Atlas-Systems-Pvt-Ltd," IT Software , QA -Testing
"," MNC
"," Bangalore / Bengaluru / Karnataka 
	- 560029
",https://www.fundoodata.com/companies-detail/Atlas-Systems-Pvt-Ltd/82460.html?&pageno=882
Atlas-Technosoft-Pvt-Ltd," IT- Consulting
"," SMEs
"," Mumbai / Maharashtra 
	- 400002
",https://www.fundoodata.com/companies-detail/Atlas-Technosoft-Pvt-Ltd/95736.html?&pageno=883
,,,,
Atmanya-Projects-LLP-(AMORAVIDA)," IT- ERP , CRM, IT- Telecom, 4 Star Hotels
"," SMEs
"," New Delhi / Delhi 
	- 110030
",https://www.fundoodata.com/companies-detail/Atmanya-Projects-LLP-(AMORAVIDA)/153775.html?&pageno=884
ATN-Group," Advertising , PR , MR, Financial Services, Estate Services, IT Software , QA -Testing
"," Industry Top
"," Noida / Uttar Pradesh 
	- 201301
",https://www.fundoodata.com/companies-detail/ATN-Group/120940.html?&pageno=885
Atna-Technologies-India-Pvt-Ltd," IT- ERP , CRM
"," SMEs
"," Coimbatore / Tamil Nadu 
	- 641009
",https://www.fundoodata.com/companies-detail/Atna-Technologies-India-Pvt-Ltd/101302.html?&pageno=886
Atoit-Technologies-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Chennai / Tamil Nadu 
	- 600091
",https://www.fundoodata.com/companies-detail/Atoit-Technologies-Pvt-Ltd/146522.html?&pageno=887
ATOK-Soft-India-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Tanuku / Andhra Pradesh 
	- 534211
",https://www.fundoodata.com/companies-detail/ATOK-Soft-India-Pvt-Ltd/82115.html?&pageno=888
Atom-Technologies-Ltd," IT- Telecom
"," Industry Top
"," Mumbai / Maharashtra 
	- 400093
",https://www.fundoodata.com/companies-detail/Atom-Technologies-Ltd/66661.html?&pageno=889
Atonce-Web-Solutions," IT Software , QA -Testing, IT- Network Admin , Database , Datacenter , Security
"," SMEs
"," Jaipur / Rajasthan 
	- 302017
",https://www.fundoodata.com/companies-detail/Atonce-Web-Solutions/114436.html?&pageno=890
Atos-India-Pvt-Ltd," IT Software , QA -Testing
"," MNC
"," Mumbai / Maharashtra 
	- 400079
",https://www.fundoodata.com/companies-detail/Atos-India-Pvt-Ltd/37004.html?&pageno=891
ATOS-Technologies-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Pune / Maharashtra 
	- 411033
",https://www.fundoodata.com/companies-detail/ATOS-Technologies-Pvt-Ltd/125240.html?&pageno=892
Atq-Information-Technology-Services-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Lucknow / Uttar Pradesh 
	- 226024
",https://www.fundoodata.com/companies-detail/Atq-Information-Technology-Services-Pvt-Ltd/148541.html?&pageno=893
Atribs-Software-Systems-Pvt-Ltd," IT Software , QA -Testing, IT- ERP , CRM
"," MNC
"," Chennai / Tamil Nadu 
	- 600100
",https://www.fundoodata.com/companies-detail/Atribs-Software-Systems-Pvt-Ltd/78401.html?&pageno=894
Atrie-Technology-Pvt-Ltd," IT- Hardware
"," SMEs
"," Bangalore / Bengaluru / Karnataka 
	- 560034
",https://www.fundoodata.com/companies-detail/Atrie-Technology-Pvt-Ltd/37744.html?&pageno=895
ATS-TransLogic-Systems-Pvt-Ltd," IT Software , QA -Testing
"," Industry Top
"," Hyderabad / Telangana 
	- 500016
",https://www.fundoodata.com/companies-detail/ATS-TransLogic-Systems-Pvt-Ltd/35801.html?&pageno=896
Attinad-Software-Pvt-Ltd," IT Software , QA -Testing
"," Industry Top
"," Thiruvananthapuram / Kerala 
	- 695581
",https://www.fundoodata.com/companies-detail/Attinad-Software-Pvt-Ltd/80825.html?&pageno=897
Attra-Infotech-Pvt-Ltd," IT Software , QA -Testing
"," MNC
"," Bangalore / Bengaluru / Karnataka 
	- 560068
",https://www.fundoodata.com/companies-detail/Attra-Infotech-Pvt-Ltd/82461.html?&pageno=898
Attractive-Web-Solutions," IT Software , QA -Testing
"," SMEs
"," New Delhi / Delhi 
	- 110059
",https://www.fundoodata.com/companies-detail/Attractive-Web-Solutions/155039.html?&pageno=899
Attrahent-Technologies-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Kolkata / West Bengal 
	- 700064
",https://www.fundoodata.com/companies-detail/Attrahent-Technologies-Pvt-Ltd/112076.html?&pageno=900
Attune-Infocom-Pvt-Ltd," IT Software , QA -Testing, IT- Consulting
"," SMEs
"," Ahmedabad / Gujarat 
	- 380051
",https://www.fundoodata.com/companies-detail/Attune-Infocom-Pvt-Ltd/79856.html?&pageno=901
Attune-Technologies-Pvt-Ltd," IT Software , QA -Testing
"," Industry Top
"," Chennai / Tamil Nadu 
	- 600032
",https://www.fundoodata.com/companies-detail/Attune-Technologies-Pvt-Ltd/135144.html?&pageno=902
Atul-Infotech-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Valsad / Gujarat 
	- 396020
",https://www.fundoodata.com/companies-detail/Atul-Infotech-Pvt-Ltd/128481.html?&pageno=903
,,,,
Atyati-Technologies-(-Genpact)," IT Software , QA -Testing
"," SMEs
"," Bangalore / Bengaluru / Karnataka 
	- 560100
",https://www.fundoodata.com/companies-detail/Atyati-Technologies-(-Genpact)/84267.html?&pageno=904
Auctus-Systems," IT Software , QA -Testing
"," SMEs
"," Pune / Maharashtra 
	- 411007
",https://www.fundoodata.com/companies-detail/Auctus-Systems/82089.html?&pageno=905
Audegn-Labs-Pvt-Ltd," IT Software , QA -Testing
"," Startups
"," Gurgaon/Gurugram / Haryana 
	- 122018
",https://www.fundoodata.com/companies-detail/Audegn-Labs-Pvt-Ltd/130702.html?&pageno=906
Auditime-Information-Systems-India-Ltd," IT Software , QA -Testing
"," SMEs
"," Mumbai / Maharashtra 
	- 400079
",https://www.fundoodata.com/companies-detail/Auditime-Information-Systems-India-Ltd/37055.html?&pageno=907
Aufait-Technologies-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Bangalore / Bengaluru / Karnataka 
	- 560095
",https://www.fundoodata.com/companies-detail/Aufait-Technologies-Pvt-Ltd/81036.html?&pageno=908
Augadh-IT-&-Broadcasting-Solutions-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Faridabad / Haryana 
	- 121003
",https://www.fundoodata.com/companies-detail/Augadh-IT-&-Broadcasting-Solutions-Pvt-Ltd/110546.html?&pageno=909
Augen-Technologies-Software-Solutions-Pvt.-Ltd," IT Software , QA -Testing
"," SMEs
"," Bangalore / Bengaluru / Karnataka 
	- 560025
",https://www.fundoodata.com/companies-detail/Augen-Technologies-Software-Solutions-Pvt.-Ltd/48354.html?&pageno=910
Augurs-Technologies-Pvt-Ltd," IT Software , QA -Testing, IT- ERP , CRM
"," SMEs
"," Lucknow / Uttar Pradesh 
	- 226010
",https://www.fundoodata.com/companies-detail/Augurs-Technologies-Pvt-Ltd/147682.html?&pageno=911
Augusta-Infotech," IT- Consulting
"," SMEs
"," Bangalore / Bengaluru / Karnataka 
	- 560043
",https://www.fundoodata.com/companies-detail/Augusta-Infotech/79935.html?&pageno=912
Auieo-Software-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Chennai / Tamil Nadu 
	- 600078
",https://www.fundoodata.com/companies-detail/Auieo-Software-Pvt-Ltd/85047.html?&pageno=913
Aujas-Networks-Pvt-Ltd," IT- Network Admin , Database , Datacenter , Security
"," Industry Top
"," Bangalore / Bengaluru / Karnataka 
	- 560078
",https://www.fundoodata.com/companies-detail/Aujas-Networks-Pvt-Ltd/53716.html?&pageno=914
AUM-Infotech-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Bangalore / Bengaluru / Karnataka 
	- 560010
",https://www.fundoodata.com/companies-detail/AUM-Infotech-Pvt-Ltd/35410.html?&pageno=915
Aunwesha-Knowledge-Technologies-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Kolkata / West Bengal 
	- 700078
",https://www.fundoodata.com/companies-detail/Aunwesha-Knowledge-Technologies-Pvt-Ltd/103456.html?&pageno=916
Aura-Semiconductor-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Bangalore / Bengaluru / Karnataka 
	- 560103
",https://www.fundoodata.com/companies-detail/Aura-Semiconductor-Pvt-Ltd/127631.html?&pageno=917
Aura-Softech-Pvt-Ltd.," IT Software , QA -Testing, Associations
"," SMEs
"," New Delhi / Delhi 
	- 110030
",https://www.fundoodata.com/companies-detail/Aura-Softech-Pvt-Ltd./127154.html?&pageno=918
Auratech-Services-India-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Jaipur / Rajasthan 
	- 302017
",https://www.fundoodata.com/companies-detail/Auratech-Services-India-Pvt-Ltd/117448.html?&pageno=919
Aureus-Analytics," IT- Network Admin , Database , Datacenter , Security
"," MNC
"," Mumbai / Maharashtra 
	- 400076
",https://www.fundoodata.com/companies-detail/Aureus-Analytics/124475.html?&pageno=920
Auricsoft," IT Software , QA -Testing
"," SMEs
"," Roorkee / Uttaranchal 
	- 247667
",https://www.fundoodata.com/companies-detail/Auricsoft/117890.html?&pageno=921
Auriga-IT-Consulting-Pvt-Ltd," IT- Consulting
"," SMEs
"," Jaipur / Rajasthan 
	- 302018
",https://www.fundoodata.com/companies-detail/Auriga-IT-Consulting-Pvt-Ltd/147168.html?&pageno=922
Auriga-Software-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," New Delhi / Delhi 
	- 110076
",https://www.fundoodata.com/companies-detail/Auriga-Software-Pvt-Ltd/63707.html?&pageno=923
,,,,
Aurigo-Software-Technologies-Pvt-Ltd," IT- ERP , CRM
"," MNC
"," Bangalore / Bengaluru / Karnataka 
	- 560034
",https://www.fundoodata.com/companies-detail/Aurigo-Software-Technologies-Pvt-Ltd/56818.html?&pageno=924
Aurinko-EmbChip-Technologies-Pvt-Ltd," IT- Embedded ,  EDA , VLSI
"," SMEs
"," Bangalore / Bengaluru / Karnataka 
	- 560010
",https://www.fundoodata.com/companies-detail/Aurinko-EmbChip-Technologies-Pvt-Ltd/97319.html?&pageno=925
AurionPro-Solutions-Ltd," IT Software , QA -Testing
"," Industry Top
"," Mumbai / Maharashtra 
	- 400013
",https://www.fundoodata.com/companies-detail/AurionPro-Solutions-Ltd/45939.html?&pageno=926
Aurkin," IT Software , QA -Testing
"," SMEs
"," Guwahati / Assam 
	- 781028
",https://www.fundoodata.com/companies-detail/Aurkin/133673.html?&pageno=927
Auro-Enterprises," IT- Hardware
"," SMEs
"," Puducherry (Pondicherry) / Tamil Nadu 
	- 605013
",https://www.fundoodata.com/companies-detail/Auro-Enterprises/124586.html?&pageno=928
Auromine-Solution-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Chennai / Tamil Nadu 
	- 600003
",https://www.fundoodata.com/companies-detail/Auromine-Solution-Pvt-Ltd/90900.html?&pageno=929
AuroPro-Soft-Systems-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Hyderabad / Telangana 
	- 500038
",https://www.fundoodata.com/companies-detail/AuroPro-Soft-Systems-Pvt-Ltd/97083.html?&pageno=930
Aurora-Integrated-Systems-Pvt-Ltd," IT Software , QA -Testing, IT- Hardware, Defence
"," SMEs
"," Bangalore / Bengaluru / Karnataka 
	- 560013
",https://www.fundoodata.com/companies-detail/Aurora-Integrated-Systems-Pvt-Ltd/120129.html?&pageno=931
Aurum-Soft-Systems-Ltd," IT Software , QA -Testing, IT- Consulting
"," SMEs
"," Chennai / Tamil Nadu 
	- 600020
",https://www.fundoodata.com/companies-detail/Aurum-Soft-Systems-Ltd/76338.html?&pageno=932
Auslea-Comtech," IT Software , QA -Testing
"," SMEs
"," Chennai / Tamil Nadu 
	- 600030
",https://www.fundoodata.com/companies-detail/Auslea-Comtech/139589.html?&pageno=933
Austere-Software-Solutions-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Hyderabad / Telangana 
	- 500038
",https://www.fundoodata.com/companies-detail/Austere-Software-Solutions-Pvt-Ltd/79597.html?&pageno=934
Autodesk-India-Pvt-Ltd," IT Software , QA -Testing
"," MNC
"," New Delhi / Delhi 
	- 110017
",https://www.fundoodata.com/companies-detail/Autodesk-India-Pvt-Ltd/3871.html?&pageno=935
AutoForm-Engineering-India-Pvt-Ltd," IT Software , QA -Testing
"," MNC
"," Hyderabad / Telangana 
	- 500034
",https://www.fundoodata.com/companies-detail/AutoForm-Engineering-India-Pvt-Ltd/76327.html?&pageno=936
AutoLib-Software-Systems," IT Software , QA -Testing
"," SMEs
"," Chennai / Tamil Nadu 
	- 600089
",https://www.fundoodata.com/companies-detail/AutoLib-Software-Systems/45064.html?&pageno=937
Automotive-Robotics-India-Pvt-Ltd," IT Software , QA -Testing
"," MNC
"," Hyderabad / Telangana 
	- 500034
",https://www.fundoodata.com/companies-detail/Automotive-Robotics-India-Pvt-Ltd/81825.html?&pageno=938
Autosoft-Systems-Ltd," IT Software , QA -Testing
"," SMEs
"," Pune / Maharashtra 
	- 411004
",https://www.fundoodata.com/companies-detail/Autosoft-Systems-Ltd/46385.html?&pageno=939
AutoStriping-India-Pvt-Ltd," IT- Hardware
"," SMEs
"," Bangalore / Bengaluru / Karnataka 
	- 560027
",https://www.fundoodata.com/companies-detail/AutoStriping-India-Pvt-Ltd/114692.html?&pageno=940
AutoTEC-Systems-Pvt-Ltd," IT Software , QA -Testing, IT- Embedded ,  EDA , VLSI
"," Industry Top
"," Bangalore / Bengaluru / Karnataka 
	- 560076
",https://www.fundoodata.com/companies-detail/AutoTEC-Systems-Pvt-Ltd/51144.html?&pageno=941
Auxano-Global-Services-Pvt-Ltd," IT Software , QA -Testing
"," Industry Top
"," Ahmedabad / Gujarat 
	- 380015
",https://www.fundoodata.com/companies-detail/Auxano-Global-Services-Pvt-Ltd/151554.html?&pageno=942
Auxo-Labs," IT Software , QA -Testing
"," SMEs
"," Chennai / Tamil Nadu 
	- 600130
",https://www.fundoodata.com/companies-detail/Auxo-Labs/151716.html?&pageno=943
,,,,
AV-Concept-Singapore-Pte-Ltd," IT- Embedded ,  EDA , VLSI
"," MNC
"," New Delhi / Delhi 
	- 110018
",https://www.fundoodata.com/companies-detail/AV-Concept-Singapore-Pte-Ltd/37481.html?&pageno=944
AV-Science-&-Technologies-Pvt-Ltd," IT- Hardware
"," SMEs
"," New Delhi / Delhi 
	- 110016
",https://www.fundoodata.com/companies-detail/AV-Science-&-Technologies-Pvt-Ltd/153846.html?&pageno=945
Avaal-Technology-Solutions," IT Software , QA -Testing, IT- Consulting
"," MNC
"," Gurgaon/Gurugram / Haryana 
	- 122001
",https://www.fundoodata.com/companies-detail/Avaal-Technology-Solutions/135494.html?&pageno=946
Avaali-Solutions-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Bangalore / Bengaluru / Karnataka 
	- 560095
",https://www.fundoodata.com/companies-detail/Avaali-Solutions-Pvt-Ltd/143170.html?&pageno=947
AVAANA-Software-and-Services-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," New Delhi / Delhi 
	- 110017
",https://www.fundoodata.com/companies-detail/AVAANA-Software-and-Services-Pvt-Ltd/51439.html?&pageno=948
AVAdata-Systems-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Pune / Maharashtra 
	- 411038
",https://www.fundoodata.com/companies-detail/AVAdata-Systems-Pvt-Ltd/92299.html?&pageno=949
Avagon-Infotech-Pvt-Ltd," IT- Network Admin , Database , Datacenter , Security
"," SMEs
"," Bangalore / Bengaluru / Karnataka 
	- 560027
",https://www.fundoodata.com/companies-detail/Avagon-Infotech-Pvt-Ltd/78114.html?&pageno=950
Avalance-Global-Solutions," IT Software , QA -Testing
"," SMEs
"," Vadodara / Gujarat 
	- 390007
",https://www.fundoodata.com/companies-detail/Avalance-Global-Solutions/136539.html?&pageno=951
Avalara-Technologies-Pvt-Ltd," IT Software , QA -Testing
"," MNC
"," Pune / Maharashtra 
	- 411016
",https://www.fundoodata.com/companies-detail/Avalara-Technologies-Pvt-Ltd/81193.html?&pageno=952
Avalet-Technology," IT- Network Admin , Database , Datacenter , Security
"," SMEs
"," New Delhi / Delhi 
	- 110044
",https://www.fundoodata.com/companies-detail/Avalet-Technology/80443.html?&pageno=953
Avalon-Software-Services-India-Pvt-Ltd," IT Software , QA -Testing
"," MNC
"," Hyderabad / Telangana 
	- 500034
",https://www.fundoodata.com/companies-detail/Avalon-Software-Services-India-Pvt-Ltd/124870.html?&pageno=954
Avalon-Solution-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Indore / Madhya Pradesh 
	- 452010
",https://www.fundoodata.com/companies-detail/Avalon-Solution-Pvt-Ltd/100678.html?&pageno=955
Avancer-Software-Solutions," IT Software , QA -Testing
"," SMEs
"," Chennai / Tamil Nadu 
	- 603103
",https://www.fundoodata.com/companies-detail/Avancer-Software-Solutions/151624.html?&pageno=956
